,children,agefbrth,educ,age,evermarr,urban,electric,tv,usemeth,heduc,religion,frsthalf,agefm,scholarship,educ7
368,0,,12,24,0,1,1,1,0,0,0.0,1,,1.0,True
369,0,,1,16,0,1,0,0,0,0,1.0,1,,1.0,False
370,4,18.0,0,30,1,0,0,0,1,0,0.0,0,18.0,0.0,False
371,2,15.0,0,37,0,0,0,0,1,0,0.0,0,,0.0,False
372,2,18.0,9,20,0,1,0,0,0,0,1.0,0,,1.0,True
373,4,22.0,7,33,1,1,1,1,1,7,1.0,0,17.0,0.0,True
374,1,15.0,8,17,0,0,0,0,1,0,1.0,1,,0.0,True
375,4,20.0,2,31,1,0,0,0,1,7,0.0,1,22.0,0.0,False
376,4,17.0,0,37,1,1,0,0,1,0,1.0,1,32.0,0.0,False
377,0,,0,21,0,0,0,0,0,0,1.0,1,,0.0,False
378,3,17.0,7,21,1,1,0,0,0,0,0.0,1,19.0,0.0,True
379,1,21.0,7,21,0,0,0,0,0,0,0.0,1,,1.0,True
380,4,18.0,6,27,1,0,0,0,1,7,1.0,1,17.0,0.0,False
381,0,,2,15,0,1,0,0,0,0,0.0,0,,0.0,False
382,2,22.0,12,27,0,1,1,0,1,0,0.0,0,,1.0,True
383,3,16.0,7,32,1,1,0,0,1,6,1.0,0,16.0,0.0,True
384,0,,11,19,0,1,0,0,1,0,1.0,1,,0.0,True
385,0,,5,30,1,1,0,1,0,0,0.0,1,27.0,0.0,False
386,6,18.0,7,41,1,1,0,0,0,7,0.0,1,17.0,0.0,True
387,0,,0,25,0,0,0,0,0,0,0.0,0,,0.0,False
388,4,22.0,7,31,1,1,0,0,1,7,0.0,0,19.0,1.0,True
389,7,17.0,0,31,1,0,0,0,0,0,0.0,1,17.0,0.0,False
390,1,26.0,0,26,0,0,0,0,0,0,0.0,1,,1.0,False
391,7,19.0,0,40,1,0,0,0,1,0,0.0,1,25.0,1.0,False
392,1,20.0,7,35,0,0,0,0,0,0,0.0,0,,1.0,True
393,5,21.0,4,40,1,0,0,0,0,0,0.0,0,27.0,0.0,False
394,0,,9,17,0,1,0,0,1,0,0.0,0,,0.0,True
395,9,19.0,4,47,1,0,0,0,1,4,1.0,1,19.0,0.0,False
396,6,12.0,0,33,1,0,0,0,0,0,1.0,0,10.0,0.0,False
397,0,,10,21,0,1,0,0,1,0,0.0,1,,1.0,True
398,2,17.0,9,24,0,1,0,0,1,0,0.0,0,,0.0,True
399,2,20.0,6,23,1,1,0,0,0,0,0.0,1,16.0,1.0,False
400,3,20.0,0,31,1,1,0,0,1,3,1.0,1,18.0,1.0,False
401,1,21.0,5,21,0,0,0,0,0,0,0.0,0,,1.0,False
402,2,23.0,7,26,0,1,0,0,1,0,1.0,1,,0.0,True
403,2,18.0,0,31,0,0,0,0,0,0,0.0,0,,1.0,False
404,5,19.0,0,29,1,0,0,0,0,3,0.0,1,27.0,0.0,False
405,2,15.0,7,21,0,0,0,0,1,0,0.0,1,,1.0,True
406,1,19.0,7,23,0,0,0,0,1,0,1.0,1,,1.0,True
407,2,28.0,0,44,0,0,0,0,0,0,0.0,1,,0.0,False
408,2,19.0,10,28,1,1,0,0,1,5,0.0,0,18.0,0.0,True
409,1,15.0,6,22,0,0,0,0,1,0,1.0,1,,0.0,False
410,2,19.0,0,22,1,0,0,0,0,0,0.0,1,19.0,1.0,False
411,2,13.0,7,29,0,1,0,0,1,0,0.0,0,,1.0,True
412,0,,7,26,1,1,0,0,1,10,0.0,0,17.0,0.0,True
413,8,18.0,0,40,1,0,0,0,0,0,0.0,1,27.0,0.0,False
414,2,16.0,5,23,0,1,0,0,1,0,1.0,0,,1.0,False
415,3,24.0,0,32,0,0,0,0,1,0,0.0,1,,1.0,False
416,0,,7,18,0,1,1,1,0,0,1.0,0,,1.0,True
417,0,,7,24,0,1,0,0,0,0,1.0,0,,0.0,True
418,0,,0,20,0,0,0,0,0,0,0.0,0,,1.0,False
419,1,17.0,10,25,0,1,0,0,1,0,1.0,1,,0.0,True
420,3,19.0,7,32,0,1,0,0,0,0,0.0,1,,0.0,True
421,3,16.0,12,27,1,1,0,0,1,10,1.0,0,20.0,1.0,True
422,5,20.0,6,38,0,0,0,0,1,0,0.0,1,,0.0,False
423,4,23.0,3,44,0,1,1,1,1,0,0.0,0,,1.0,False
424,5,19.0,0,35,1,1,0,0,0,5,0.0,0,23.0,0.0,False
425,2,26.0,12,29,1,1,1,1,1,13,1.0,1,25.0,1.0,True
426,3,18.0,7,32,1,1,1,0,1,7,1.0,1,17.0,1.0,True
427,4,17.0,3,30,0,0,0,0,1,0,0.0,1,,0.0,False
428,0,,7,18,0,1,0,0,0,0,0.0,1,,1.0,True
429,2,18.0,7,30,1,1,0,0,1,0,0.0,0,17.0,1.0,True
430,4,15.0,0,38,1,0,0,0,0,0,1.0,1,16.0,0.0,False
431,0,,10,18,0,1,0,0,1,0,1.0,1,,1.0,True
432,1,18.0,10,24,1,1,1,0,1,10,0.0,0,22.0,0.0,True
433,0,,10,16,0,1,0,1,0,0,0.0,1,,0.0,True
434,2,27.0,16,32,1,1,1,1,1,16,0.0,1,25.0,0.0,True
435,4,23.0,3,37,0,0,0,0,0,0,0.0,1,,0.0,False
436,0,,7,16,0,1,0,0,0,0,0.0,1,,1.0,True
437,4,21.0,9,35,1,1,0,1,1,6,0.0,0,21.0,1.0,True
438,0,,8,16,0,0,0,0,1,0,0.0,0,,0.0,True
439,1,18.0,8,23,1,1,1,0,1,10,1.0,0,16.0,0.0,True
440,3,17.0,6,24,1,1,0,0,1,8,0.0,0,17.0,0.0,False
441,1,17.0,7,18,0,0,0,0,0,0,0.0,1,,0.0,True
442,1,16.0,7,18,0,0,0,0,1,0,0.0,1,,1.0,True
443,0,,10,21,0,0,0,0,0,0,0.0,1,,1.0,True
444,3,18.0,7,32,0,0,0,0,1,0,0.0,0,,0.0,True
445,2,23.0,0,35,0,0,0,0,0,0,0.0,1,,1.0,False
446,1,17.0,9,18,0,0,0,0,1,0,1.0,1,,0.0,True
447,7,16.0,5,39,1,0,0,0,1,6,1.0,1,20.0,1.0,False
448,1,20.0,6,22,0,0,0,0,0,0,1.0,0,,0.0,False
449,7,15.0,5,38,1,1,1,0,1,6,1.0,1,15.0,0.0,False
450,1,16.0,3,16,0,0,1,0,0,0,0.0,1,,1.0,False
451,0,,8,18,1,0,0,0,0,0,0.0,0,16.0,1.0,True
452,2,18.0,4,23,1,1,0,0,1,9,0.0,1,22.0,0.0,False
453,3,17.0,0,27,0,1,0,0,1,0,0.0,0,,1.0,False
454,4,21.0,12,28,0,1,1,0,1,0,1.0,0,,1.0,True
455,2,19.0,0,24,1,0,0,0,1,0,0.0,0,21.0,1.0,False
456,7,16.0,4,32,1,0,0,0,1,7,0.0,0,18.0,0.0,False
457,1,27.0,10,27,1,1,0,0,0,0,1.0,1,20.0,0.0,True
458,1,17.0,0,20,1,0,0,0,0,7,0.0,1,20.0,0.0,False
459,5,19.0,0,35,1,0,0,0,0,0,0.0,1,32.0,0.0,False
460,1,15.0,7,18,0,0,0,0,1,0,0.0,0,,0.0,True
461,2,20.0,7,23,1,0,1,0,0,7,0.0,0,22.0,1.0,True
462,1,15.0,3,15,0,0,0,0,0,0,0.0,1,,1.0,False
463,4,28.0,5,38,1,1,0,0,0,3,1.0,0,33.0,1.0,False
464,5,20.0,5,38,1,0,1,0,1,0,0.0,0,18.0,0.0,False
465,3,23.0,7,36,1,1,0,0,1,10,1.0,1,20.0,1.0,True
466,5,18.0,3,49,1,0,0,0,0,3,1.0,0,21.0,0.0,False
467,2,22.0,4,28,1,1,0,0,1,9,1.0,1,26.0,0.0,False
468,9,24.0,4,46,1,1,0,0,1,2,0.0,0,35.0,1.0,False
469,3,16.0,8,26,1,1,0,0,1,7,0.0,1,24.0,0.0,True
470,0,,7,18,0,1,0,0,0,0,1.0,1,,1.0,True
471,0,,7,16,0,0,0,0,0,0,0.0,1,,1.0,True
472,5,20.0,0,34,1,1,0,0,1,0,0.0,1,26.0,0.0,False
473,1,32.0,0,39,1,0,0,0,0,0,0.0,1,17.0,0.0,False
474,2,20.0,10,27,0,1,0,0,1,0,0.0,1,,0.0,True
475,4,18.0,10,32,0,0,0,0,1,0,1.0,0,,1.0,True
476,2,19.0,0,26,1,0,0,0,1,10,0.0,1,18.0,1.0,False
477,1,21.0,7,30,1,1,1,1,0,10,0.0,0,15.0,1.0,True
478,3,19.0,12,30,1,1,0,0,1,7,1.0,1,25.0,0.0,True
479,1,20.0,7,23,0,1,0,0,1,0,0.0,0,,1.0,True
480,0,,7,15,0,0,0,0,0,0,0.0,0,,0.0,True
481,0,,7,18,0,1,0,0,0,0,0.0,0,,1.0,True
482,2,21.0,15,33,1,1,0,0,1,16,1.0,0,31.0,0.0,True
483,1,19.0,3,23,0,0,0,0,0,0,0.0,1,,1.0,False
484,1,17.0,7,18,0,0,0,0,0,0,0.0,0,,0.0,True
485,2,17.0,8,22,0,0,0,0,1,0,1.0,1,,1.0,True
486,0,,7,22,0,1,0,0,1,0,0.0,0,,1.0,True
487,0,,9,16,0,1,0,0,0,0,1.0,1,,0.0,True
488,2,15.0,7,19,0,1,0,0,0,0,0.0,0,,1.0,True
489,3,21.0,6,42,0,0,1,0,1,0,0.0,1,,1.0,False
490,4,19.0,10,38,1,0,0,0,0,7,0.0,0,18.0,1.0,True
491,1,21.0,9,23,0,1,0,0,1,0,1.0,1,,0.0,True
492,0,,9,16,0,1,0,0,0,0,1.0,0,,1.0,True
493,1,19.0,7,19,0,1,0,0,0,0,1.0,1,,0.0,True
494,4,21.0,0,35,1,1,0,0,1,9,0.0,1,17.0,0.0,False
495,3,22.0,2,31,1,0,0,0,1,0,1.0,0,18.0,1.0,False
496,4,18.0,10,25,1,1,0,0,1,5,0.0,1,22.0,0.0,True
497,2,20.0,7,29,0,0,0,0,1,0,0.0,1,,1.0,True
498,0,,7,21,0,1,0,0,1,0,1.0,0,,1.0,True
499,0,,13,22,0,1,1,0,1,0,1.0,0,,0.0,True
500,0,,12,23,0,0,0,0,1,0,1.0,0,,1.0,True
501,0,,10,21,0,0,0,0,0,0,0.0,0,,0.0,True
502,2,18.0,5,27,0,0,0,0,1,0,0.0,1,,0.0,False
503,0,,10,18,0,1,0,0,0,0,1.0,1,,1.0,True
504,1,23.0,7,29,0,0,1,0,1,0,0.0,0,,1.0,True
505,5,22.0,3,46,1,0,0,0,1,6,1.0,1,19.0,0.0,False
506,2,20.0,7,25,1,0,0,0,0,10,1.0,0,21.0,1.0,True
507,7,19.0,3,44,1,0,1,0,1,4,1.0,1,17.0,1.0,False
508,2,17.0,7,29,0,1,1,0,1,0,1.0,0,,0.0,True
509,0,,7,15,0,0,0,0,0,0,0.0,0,,0.0,True
510,4,18.0,6,38,1,1,0,0,1,3,0.0,0,34.0,1.0,False
511,2,17.0,8,21,1,1,1,0,1,3,0.0,1,19.0,0.0,True
512,2,16.0,7,29,1,0,0,0,0,10,1.0,0,16.0,1.0,True
513,0,,4,28,0,0,0,0,0,0,0.0,1,,1.0,False
514,0,,12,19,0,1,1,1,0,0,1.0,0,,1.0,True
515,4,17.0,5,46,1,0,0,0,1,4,0.0,0,37.0,1.0,False
516,0,,6,21,0,1,0,0,0,0,0.0,1,,1.0,False
517,1,24.0,0,25,1,0,0,0,0,0,1.0,0,23.0,1.0,False
518,0,,10,21,0,0,1,0,1,0,0.0,0,,1.0,True
519,0,,7,18,0,0,0,0,0,0,0.0,1,,0.0,True
520,1,20.0,10,20,0,0,0,0,0,0,0.0,1,,1.0,True
521,3,17.0,10,27,1,1,1,1,1,10,0.0,1,19.0,0.0,True
522,1,19.0,7,30,0,0,0,0,1,0,1.0,0,,1.0,True
523,0,,8,17,0,1,1,1,0,0,1.0,1,,1.0,True
524,3,18.0,7,31,0,1,0,0,1,0,1.0,1,,1.0,True
525,0,,5,15,0,1,0,0,0,0,0.0,0,,0.0,False
526,2,23.0,0,33,0,0,0,0,1,0,0.0,1,,0.0,False
527,0,,7,21,0,0,0,0,0,0,0.0,1,,0.0,True
528,0,,10,22,0,1,0,0,1,0,1.0,1,,1.0,True
529,1,17.0,5,21,0,1,0,0,1,0,0.0,0,,0.0,False
530,1,21.0,14,26,1,1,0,0,1,15,1.0,1,19.0,0.0,True
531,2,17.0,10,28,0,1,0,0,1,0,0.0,1,,0.0,True
532,0,,12,28,1,1,1,1,1,12,1.0,1,27.0,0.0,True
533,3,27.0,7,35,1,1,0,0,1,7,0.0,1,27.0,1.0,True
534,2,15.0,0,22,1,0,0,0,0,1,0.0,1,15.0,0.0,False
535,4,30.0,0,41,1,0,0,0,1,0,0.0,1,31.0,0.0,False
536,6,18.0,2,45,1,1,0,0,1,4,0.0,0,15.0,0.0,False
537,2,19.0,0,34,0,1,1,1,0,0,0.0,0,,1.0,False
538,2,22.0,2,26,1,1,0,0,0,7,0.0,1,23.0,1.0,False
539,1,22.0,7,38,1,1,1,1,1,10,0.0,0,30.0,0.0,True
540,0,,7,16,0,0,0,0,0,0,0.0,1,,0.0,True
541,2,20.0,7,29,0,0,0,0,0,0,1.0,1,,1.0,True
542,1,21.0,0,40,0,0,0,0,0,0,1.0,1,,0.0,False
543,0,,8,16,0,0,0,0,0,0,0.0,1,,1.0,True
544,3,32.0,0,45,1,0,0,0,1,0,1.0,1,31.0,0.0,False
545,0,,0,16,0,0,0,0,0,0,0.0,1,,0.0,False
546,0,,0,45,1,0,0,0,0,0,0.0,1,17.0,0.0,False
547,1,22.0,0,28,0,0,0,0,0,0,0.0,1,,1.0,False
548,0,,9,18,0,0,0,0,0,0,0.0,0,,1.0,True
549,0,,7,18,0,0,1,0,0,0,0.0,0,,1.0,True
550,1,19.0,0,27,1,1,0,0,0,0,0.0,1,19.0,1.0,False
551,0,,6,15,0,1,0,0,0,0,0.0,1,,1.0,False
552,0,,2,30,1,1,0,0,0,7,0.0,1,25.0,1.0,False
553,0,,7,21,0,0,0,0,0,0,0.0,0,,0.0,True
554,0,,8,16,0,0,0,0,0,0,0.0,0,,0.0,True
555,2,18.0,7,20,0,0,0,0,1,0,1.0,0,,1.0,True
556,3,20.0,7,28,1,1,0,0,1,0,1.0,0,24.0,0.0,True
557,1,22.0,11,23,0,1,0,0,0,0,0.0,0,,0.0,True
558,0,,10,21,0,1,0,1,1,0,1.0,0,,0.0,True
559,4,17.0,7,32,1,1,1,1,1,14,0.0,0,23.0,0.0,True
560,2,17.0,5,47,0,1,1,0,0,0,0.0,0,,0.0,False
561,3,20.0,0,29,1,0,0,0,0,0,0.0,1,19.0,1.0,False
562,4,19.0,6,27,1,0,0,0,1,0,1.0,1,20.0,1.0,False
563,3,29.0,0,39,0,0,0,0,0,0,0.0,1,,0.0,False
564,1,21.0,7,47,1,0,0,1,0,4,1.0,0,20.0,0.0,True
565,2,22.0,11,28,1,1,1,1,1,12,1.0,1,22.0,1.0,True
566,2,15.0,5,24,0,0,0,0,1,0,0.0,0,,1.0,False
567,6,16.0,6,35,1,1,0,0,1,7,0.0,0,16.0,0.0,False
568,0,,7,20,0,1,0,0,1,0,1.0,1,,1.0,True
569,0,,10,17,0,1,0,0,0,0,1.0,0,,1.0,True
570,1,17.0,10,24,1,1,0,0,1,10,1.0,0,21.0,1.0,True
571,7,16.0,1,33,1,1,1,0,1,3,0.0,1,17.0,0.0,False
572,8,16.0,0,49,1,0,0,0,0,0,1.0,0,15.0,0.0,False
573,0,,7,16,0,1,0,0,0,0,1.0,0,,1.0,True
574,2,17.0,7,28,1,1,0,0,1,10,0.0,0,24.0,1.0,True
575,1,29.0,10,30,0,0,0,0,1,0,1.0,1,,0.0,True
576,2,19.0,0,25,1,0,0,0,0,0,0.0,1,16.0,1.0,False
577,5,21.0,7,36,0,1,0,0,1,0,0.0,1,,1.0,True
578,3,18.0,13,30,1,1,0,0,1,6,1.0,1,21.0,0.0,True
579,6,19.0,8,39,1,1,1,1,1,12,0.0,1,17.0,1.0,True
580,0,,10,19,0,1,0,0,0,0,0.0,0,,1.0,True
581,0,,7,19,1,1,0,0,0,0,0.0,1,18.0,0.0,True
582,0,,1,23,0,1,0,0,0,0,0.0,1,,0.0,False
583,10,19.0,0,48,1,1,0,0,0,0,0.0,1,19.0,0.0,False
584,2,15.0,12,25,1,1,0,0,1,12,1.0,0,14.0,0.0,True
585,4,14.0,3,25,1,1,0,0,1,0,0.0,1,12.0,0.0,False
586,3,25.0,0,45,0,0,0,0,1,0,1.0,0,,1.0,False
587,3,18.0,0,26,0,0,0,0,1,0,0.0,0,,0.0,False
588,0,,9,16,0,0,0,0,0,0,1.0,0,,0.0,True
589,4,17.0,0,33,1,1,0,0,1,7,0.0,1,27.0,0.0,False
590,0,,7,22,0,1,1,0,0,0,0.0,1,,0.0,True
591,0,,10,20,0,1,1,0,1,0,0.0,0,,1.0,True
592,1,19.0,0,22,1,1,0,0,1,7,0.0,0,21.0,0.0,False
593,2,22.0,2,36,0,1,1,0,1,0,0.0,0,,1.0,False
594,2,20.0,4,24,0,1,1,1,0,0,0.0,1,,1.0,False
595,3,18.0,3,24,1,0,0,0,1,0,0.0,1,17.0,0.0,False
596,1,21.0,6,24,0,0,0,0,1,0,0.0,1,,0.0,False
597,0,,7,21,1,1,0,0,1,3,1.0,0,19.0,1.0,True
598,1,19.0,9,23,1,1,0,1,1,10,1.0,1,20.0,1.0,True
599,2,23.0,7,30,0,1,0,0,1,0,1.0,1,,1.0,True
600,4,26.0,10,44,1,1,1,1,0,12,1.0,0,25.0,1.0,True
601,0,,10,18,1,0,0,0,0,0,0.0,1,16.0,1.0,True
602,0,,7,16,0,1,0,0,1,0,0.0,0,,1.0,True
603,1,16.0,7,24,0,1,0,0,1,0,0.0,0,,1.0,True
604,0,,7,15,0,0,0,0,0,0,1.0,0,,0.0,True
605,0,,9,17,0,0,0,0,1,0,0.0,0,,0.0,True
606,7,20.0,6,39,1,1,0,0,1,7,0.0,0,28.0,1.0,False
607,1,20.0,0,29,1,0,0,0,0,10,0.0,0,18.0,0.0,False
608,3,13.0,10,24,0,1,0,0,1,0,1.0,0,,1.0,True
609,0,,12,21,0,0,0,0,1,0,0.0,0,,1.0,True
610,0,,5,18,0,0,0,0,0,0,0.0,1,,0.0,False
611,2,17.0,10,28,1,0,1,0,1,7,0.0,1,20.0,1.0,True
612,4,19.0,5,39,0,1,0,0,1,0,1.0,0,,1.0,False
613,1,27.0,10,27,1,1,0,0,1,7,0.0,1,21.0,0.0,True
614,0,,7,21,0,0,0,0,0,0,0.0,1,,1.0,True
615,0,,8,16,0,0,0,0,1,0,0.0,1,,1.0,True
616,0,,10,20,0,1,0,0,0,0,1.0,1,,1.0,True
617,1,19.0,7,25,0,1,1,1,1,0,1.0,1,,1.0,True
618,2,16.0,0,34,1,1,0,0,0,0,0.0,1,18.0,0.0,False
619,4,14.0,0,29,0,1,0,0,1,0,0.0,1,,0.0,False
620,6,16.0,3,34,1,0,0,0,1,0,1.0,1,17.0,1.0,False
621,5,18.0,0,31,1,0,0,0,1,7,0.0,1,24.0,0.0,False
622,0,,9,18,0,1,0,0,1,0,0.0,0,,1.0,True
623,0,,7,15,0,0,0,0,0,0,1.0,1,,1.0,True
624,5,21.0,0,34,1,0,0,0,0,6,0.0,1,15.0,0.0,False
625,4,17.0,7,25,0,1,0,0,1,0,0.0,1,,1.0,True
626,0,,3,18,0,1,0,0,0,0,0.0,0,,0.0,False
627,4,16.0,0,35,1,0,0,0,0,0,0.0,1,15.0,1.0,False
628,3,28.0,10,37,1,1,0,1,1,2,1.0,0,22.0,1.0,True
629,1,21.0,10,22,0,0,0,0,0,0,1.0,0,,0.0,True
630,5,16.0,5,36,1,1,0,0,1,10,0.0,0,22.0,1.0,False
631,2,20.0,9,34,0,0,0,0,0,0,1.0,0,,1.0,True
632,4,20.0,0,49,0,0,0,0,0,0,0.0,0,,0.0,False
633,1,18.0,0,31,0,1,0,0,1,0,0.0,0,,0.0,False
634,3,18.0,7,27,0,1,0,0,1,0,0.0,0,,0.0,True
635,2,20.0,7,23,0,1,0,0,1,0,1.0,1,,1.0,True
636,2,19.0,9,25,1,1,1,1,1,10,0.0,0,21.0,1.0,True
637,1,15.0,6,31,0,0,0,0,0,0,0.0,1,,1.0,False
638,2,12.0,0,29,1,0,0,0,1,0,0.0,1,17.0,1.0,False
639,0,,7,16,0,0,0,0,0,0,0.0,1,,0.0,True
640,4,18.0,8,31,1,1,1,0,1,0,1.0,1,23.0,1.0,True
641,2,18.0,0,25,0,0,0,0,0,0,0.0,1,,0.0,False
642,0,,7,20,0,0,0,0,1,0,1.0,1,,0.0,True
643,0,,12,19,0,0,0,0,0,0,1.0,1,,1.0,True
644,2,18.0,7,24,1,0,0,0,1,0,0.0,0,19.0,0.0,True
645,3,15.0,0,24,1,0,0,0,1,0,0.0,1,21.0,1.0,False
646,1,17.0,7,23,0,1,0,0,1,0,0.0,1,,1.0,True
647,7,17.0,2,41,1,1,0,0,1,4,0.0,1,14.0,0.0,False
648,1,19.0,9,24,0,1,0,0,1,0,1.0,1,,1.0,True
649,0,,7,22,0,0,0,0,0,0,0.0,0,,0.0,True
650,2,13.0,2,35,0,1,0,0,0,0,1.0,0,,1.0,False
651,1,18.0,7,22,0,0,0,0,0,0,0.0,1,,0.0,True
652,1,21.0,10,25,0,0,0,0,1,0,0.0,1,,1.0,True
653,0,,7,18,0,1,0,0,1,0,0.0,1,,1.0,True
654,2,18.0,4,24,1,0,0,0,0,7,0.0,0,22.0,0.0,False
655,0,,7,16,0,0,0,0,0,0,1.0,1,,0.0,True
656,0,,5,17,0,0,0,0,0,0,0.0,1,,0.0,False
657,3,26.0,0,43,1,0,0,0,0,0,1.0,1,24.0,0.0,False
658,2,19.0,7,25,1,0,0,0,1,7,0.0,0,23.0,0.0,True
659,1,18.0,7,20,0,1,0,0,1,0,1.0,1,,1.0,True
660,3,18.0,0,29,1,0,0,0,0,0,0.0,0,21.0,0.0,False
661,2,20.0,14,30,0,0,0,0,1,0,1.0,0,,1.0,True
662,0,,8,16,0,1,0,0,0,0,1.0,0,,1.0,True
663,0,,7,16,0,1,0,0,0,0,0.0,1,,1.0,True
664,0,,8,15,0,1,0,0,0,0,0.0,0,,1.0,True
665,1,17.0,10,18,0,1,0,0,1,0,1.0,0,,1.0,True
666,7,19.0,0,37,1,0,0,0,1,4,0.0,1,24.0,0.0,False
667,3,20.0,3,29,1,0,0,0,1,7,0.0,1,23.0,0.0,False
668,3,25.0,15,42,1,1,1,1,1,16,0.0,1,24.0,1.0,True
669,0,,7,20,0,0,0,0,1,0,0.0,0,,1.0,True
670,2,22.0,7,29,1,1,0,0,1,7,0.0,1,24.0,1.0,True
671,2,16.0,7,20,0,1,1,0,1,0,0.0,0,,0.0,True
672,3,15.0,2,24,0,1,0,0,1,0,0.0,0,,1.0,False
673,0,,1,21,0,0,1,1,1,0,0.0,1,,0.0,False
674,6,17.0,10,41,1,0,0,0,1,16,0.0,0,15.0,1.0,True
675,0,,10,16,0,1,0,1,0,0,1.0,1,,1.0,True
676,5,19.0,7,33,1,1,0,0,1,9,1.0,0,21.0,1.0,True
677,4,20.0,0,29,0,1,0,0,1,0,0.0,0,,0.0,False
678,3,25.0,16,40,1,1,1,1,1,16,1.0,0,25.0,1.0,True
679,2,18.0,0,43,1,1,0,0,0,7,1.0,1,23.0,0.0,False
680,0,,5,21,0,0,0,0,0,0,1.0,0,,1.0,False
681,5,19.0,9,30,0,0,0,0,1,0,0.0,0,,1.0,True
682,1,22.0,0,22,1,1,0,0,0,0,0.0,1,21.0,1.0,False
683,1,18.0,8,23,1,0,0,0,1,0,1.0,1,15.0,0.0,True
684,1,18.0,7,19,1,0,0,0,1,0,0.0,1,16.0,0.0,True
685,1,21.0,4,41,1,0,0,0,0,0,0.0,1,18.0,0.0,False
686,3,18.0,10,26,1,0,0,0,1,0,0.0,0,19.0,1.0,True
687,5,19.0,0,36,1,1,0,0,1,10,1.0,1,19.0,0.0,False
688,1,19.0,7,29,0,1,0,0,1,0,0.0,0,,1.0,True
689,1,15.0,7,16,0,0,0,0,1,0,0.0,1,,0.0,True
690,1,20.0,7,26,0,0,0,0,1,0,0.0,1,,1.0,True
691,3,16.0,5,26,1,0,0,0,1,0,0.0,1,18.0,1.0,False
692,7,22.0,2,40,1,0,0,0,0,0,1.0,0,21.0,1.0,False
693,1,21.0,11,23,1,1,0,0,1,10,1.0,1,19.0,1.0,True
694,0,,7,18,0,0,0,0,0,0,0.0,0,,0.0,True
695,0,,10,18,0,1,1,0,0,0,1.0,1,,0.0,True
696,0,,10,19,0,1,0,0,1,0,1.0,1,,1.0,True
697,1,24.0,12,27,1,1,1,1,1,16,0.0,0,23.0,1.0,True
698,0,,5,16,0,0,0,0,0,0,0.0,1,,0.0,False
699,1,20.0,7,27,1,1,0,0,1,4,0.0,0,26.0,0.0,True
700,5,18.0,17,49,1,1,1,1,1,10,0.0,1,17.0,1.0,True
701,7,14.0,0,34,0,0,0,0,0,0,1.0,1,,0.0,False
702,5,16.0,6,35,1,0,0,0,0,0,0.0,1,17.0,1.0,False
703,1,17.0,7,18,1,0,0,0,1,5,0.0,1,15.0,1.0,True
704,0,,9,16,0,1,1,1,0,0,0.0,0,,1.0,True
705,0,,6,15,0,1,1,0,0,0,0.0,1,,1.0,False
706,3,19.0,0,30,0,1,0,0,1,0,1.0,0,,0.0,False
707,3,17.0,6,24,1,0,0,0,1,0,0.0,1,13.0,1.0,False
708,1,17.0,8,22,0,1,1,0,1,0,1.0,0,,0.0,True
709,2,17.0,10,23,0,1,0,1,1,0,1.0,1,,0.0,True
710,2,17.0,7,25,1,1,0,0,1,7,0.0,1,17.0,0.0,True
711,0,,7,15,0,0,0,0,0,0,0.0,1,,0.0,True
712,0,,10,16,0,0,0,0,1,0,1.0,1,,1.0,True
713,6,14.0,0,29,0,0,0,0,1,0,0.0,0,,1.0,False
714,2,17.0,0,24,0,0,0,0,0,0,0.0,0,,1.0,False
715,2,21.0,7,27,0,1,0,0,0,0,0.0,1,,0.0,True
716,1,15.0,0,24,1,1,0,0,0,4,1.0,1,20.0,0.0,False
717,0,,12,19,0,0,0,0,1,0,0.0,1,,1.0,True
718,5,18.0,3,32,1,1,0,0,1,6,1.0,0,18.0,0.0,False
719,3,19.0,7,28,0,0,0,0,1,0,0.0,1,,1.0,True
720,1,18.0,7,21,0,0,0,0,1,0,1.0,0,,0.0,True
721,1,16.0,7,29,1,1,0,0,0,10,0.0,1,16.0,0.0,True
722,2,23.0,0,30,1,0,0,0,0,0,0.0,1,22.0,1.0,False
723,4,20.0,0,32,1,0,0,0,0,0,0.0,1,31.0,1.0,False
724,1,25.0,12,31,1,1,0,0,1,10,0.0,0,23.0,1.0,True
725,2,17.0,0,25,0,0,0,1,0,0,0.0,0,,1.0,False
726,2,18.0,0,27,0,1,0,0,0,0,0.0,1,,1.0,False
727,0,,7,18,0,1,0,0,0,0,0.0,0,,0.0,True
728,7,18.0,1,38,1,0,0,0,1,0,1.0,1,17.0,0.0,False
729,0,,10,18,0,0,0,0,0,0,1.0,0,,1.0,True
730,1,16.0,7,19,0,1,0,1,1,0,1.0,0,,1.0,True
731,3,15.0,0,38,1,0,0,0,1,0,0.0,1,24.0,0.0,False
732,0,,7,19,0,0,0,0,0,0,0.0,0,,0.0,True
733,0,,5,18,0,0,0,0,0,0,0.0,0,,0.0,False
734,0,,7,22,0,1,0,0,1,0,0.0,0,,1.0,True
735,0,,7,20,0,1,1,0,0,0,0.0,0,,0.0,True
736,3,17.0,7,31,1,0,0,0,1,7,0.0,0,16.0,1.0,True
737,3,19.0,5,26,1,0,0,0,1,0,1.0,0,18.0,1.0,False
738,5,18.0,5,29,1,0,0,0,0,0,0.0,0,19.0,1.0,False
739,1,14.0,7,17,1,1,0,0,1,5,0.0,0,16.0,1.0,True
